dataset,algo,train_frac,k,seed,train_acc,test_acc,train_mcc,test_mcc,train_frac_guessing,test_frac_guessing,train_frac_sure,test_frac_sure,train_acc_sure,test_acc_sure,train_mcc_sure,test_mcc_sure,runtime
yahoo-news,dst-pll,0.8,16,2,0.719824,0.436072,0.687034,0.357739,0.062768,0.042838,0.513893,0.050967,0.908741,0.987069,0.903326,0.982365,15.810952
yahoo-news,dst-pll,0.8,16,3,0.720703,0.423111,0.688236,0.347425,0.063317,0.042838,0.522625,0.052065,0.904277,0.995781,0.898579,0.994567,16.591685
yahoo-news,dst-pll,0.8,16,4,0.720977,0.419156,0.688433,0.340148,0.065788,0.039323,0.514168,0.051406,0.907615,0.991453,0.902182,0.988526,17.361351
yahoo-news,dst-pll,0.8,17,0,0.722610,0.429826,0.690357,0.352375,0.062332,0.039534,0.506233,0.049857,0.912562,0.986784,0.907409,0.982404,12.690052
yahoo-news,dst-pll,0.8,17,1,0.716020,0.429826,0.683095,0.351207,0.062442,0.037558,0.510791,0.050736,0.908289,0.987013,0.902753,0.982201,15.235926
yahoo-news,dst-pll,0.8,17,2,0.718616,0.429262,0.685678,0.349397,0.060242,0.036687,0.506150,0.046573,0.913529,0.985849,0.908438,0.980211,15.839664
yahoo-news,dst-pll,0.8,17,3,0.718177,0.423770,0.685400,0.347948,0.060901,0.036467,0.514388,0.048770,0.909042,0.995495,0.903740,0.994099,16.828087
yahoo-news,dst-pll,0.8,17,4,0.723449,0.412566,0.691420,0.331785,0.061230,0.038005,0.505986,0.047671,0.911222,0.995392,0.906116,0.993658,17.520871
yahoo-news,dst-pll,0.8,18,0,0.720358,0.426532,0.687784,0.347772,0.059641,0.038656,0.499039,0.045904,0.915924,0.990431,0.911050,0.986837,12.845544
yahoo-news,dst-pll,0.8,18,1,0.717832,0.428509,0.685266,0.348956,0.058982,0.032726,0.502059,0.047002,0.913257,0.985981,0.908130,0.980227,15.234596
yahoo-news,dst-pll,0.8,18,2,0.718122,0.425088,0.685359,0.343914,0.056398,0.032733,0.498792,0.043937,0.917318,0.990000,0.912505,0.985822,15.982924
yahoo-news,dst-pll,0.8,18,3,0.719714,0.423111,0.687438,0.347292,0.057057,0.034271,0.506700,0.045475,0.912323,0.995169,0.907248,0.993499,16.899072
yahoo-news,dst-pll,0.8,18,4,0.719660,0.412346,0.687175,0.331125,0.059363,0.037786,0.499012,0.045255,0.917244,0.995146,0.912493,0.993255,17.694765
yahoo-news,dst-pll,0.8,19,0,0.720358,0.420821,0.687887,0.340659,0.056181,0.033385,0.491350,0.042170,0.920756,0.989583,0.916196,0.985198,12.864226
yahoo-news,dst-pll,0.8,19,1,0.715196,0.424336,0.682464,0.344097,0.054259,0.031847,0.493492,0.042829,0.918206,0.989744,0.913427,0.985191,15.371540
yahoo-news,dst-pll,0.8,19,2,0.717298,0.421793,0.684633,0.339632,0.055189,0.034271,0.490774,0.041301,0.921562,0.989362,0.917033,0.984479,16.072446
yahoo-news,dst-pll,0.8,19,3,0.716090,0.424209,0.683422,0.348437,0.055025,0.028559,0.497913,0.043278,0.917062,0.994924,0.912313,0.993160,17.078089
yahoo-news,dst-pll,0.8,19,4,0.718067,0.412346,0.685448,0.330429,0.056068,0.034051,0.491378,0.041960,0.921770,0.994764,0.917288,0.992508,17.801816
yahoo-news,dst-pll,0.8,2,0,0.712999,0.381067,0.679315,0.343326,0.305673,0.298265,0.394420,0.119042,0.955862,0.833948,0.954247,0.829148,10.920626
yahoo-news,dst-pll,0.8,2,1,0.712615,0.376235,0.678820,0.338539,0.311000,0.310784,0.391345,0.114650,0.957059,0.840996,0.955421,0.835461,13.438554
yahoo-news,dst-pll,0.8,2,2,0.711642,0.376757,0.677691,0.339140,0.306809,0.307118,0.388797,0.119288,0.954096,0.848987,0.952394,0.843916,13.726927
yahoo-news,dst-pll,0.8,2,3,0.709555,0.378076,0.675298,0.343641,0.309665,0.300527,0.391488,0.123462,0.955253,0.838078,0.953592,0.834268,14.443441
yahoo-news,dst-pll,0.8,2,4,0.714278,0.366872,0.680673,0.328564,0.303350,0.301626,0.390225,0.116213,0.954264,0.833648,0.952570,0.827607,14.830066
yahoo-news,dst-pll,0.8,20,0,0.721127,0.418625,0.688812,0.338265,0.052721,0.029651,0.485859,0.037558,0.923364,0.988304,0.919027,0.982783,13.068114
yahoo-news,dst-pll,0.8,20,1,0.714592,0.427410,0.681787,0.347318,0.052776,0.029431,0.486188,0.039534,0.923303,0.988889,0.918866,0.983402,15.478452
yahoo-news,dst-pll,0.8,20,2,0.716145,0.420035,0.683418,0.337263,0.052938,0.031634,0.483471,0.040202,0.925602,0.989071,0.921321,0.983873,16.228790
yahoo-news,dst-pll,0.8,20,3,0.717188,0.418717,0.684647,0.342056,0.053597,0.023726,0.491159,0.040422,0.921735,1.000000,0.917284,1.000000,17.304152
yahoo-news,dst-pll,0.8,20,4,0.716474,0.410589,0.683686,0.328506,0.050302,0.026142,0.483745,0.039763,0.924055,0.994475,0.919812,0.992023,17.903670
yahoo-news,dst-pll,0.8,21,0,0.720193,0.414891,0.687782,0.333331,0.052282,0.028113,0.479488,0.036020,0.926927,0.987805,0.922836,0.981885,13.368753
yahoo-news,dst-pll,0.8,21,1,0.712395,0.425653,0.679405,0.345142,0.050524,0.023721,0.479433,0.037338,0.927148,0.988235,0.922974,0.981885,15.718710
yahoo-news,dst-pll,0.8,21,2,0.715431,0.416960,0.682701,0.333399,0.051236,0.030097,0.477320,0.037566,0.929245,0.994152,0.925205,0.991137,16.373323
yahoo-news,dst-pll,0.8,21,3,0.714882,0.415422,0.682139,0.338211,0.051400,0.024385,0.485063,0.037127,0.924714,1.000000,0.920469,1.000000,17.400376
yahoo-news,dst-pll,0.8,21,4,0.716529,0.410149,0.683944,0.327693,0.049863,0.023286,0.479297,0.037786,0.926444,1.000000,0.922372,1.000000,18.056608
yahoo-news,dst-pll,0.8,22,0,0.718271,0.414013,0.685633,0.331745,0.052227,0.021964,0.474436,0.034043,0.929853,0.987097,0.925980,0.980619,13.351345
yahoo-news,dst-pll,0.8,22,1,0.712505,0.424775,0.679626,0.343837,0.048273,0.019987,0.473887,0.034702,0.929888,0.993671,0.925926,0.990154,15.839226
yahoo-news,dst-pll,0.8,22,2,0.715102,0.414982,0.682344,0.330731,0.049918,0.024385,0.472268,0.035369,0.931512,0.993789,0.927634,0.990326,16.515488
yahoo-news,dst-pll,0.8,22,3,0.713289,0.410589,0.680493,0.331981,0.049588,0.023286,0.479956,0.035369,0.927002,1.000000,0.922925,1.000000,17.647370
yahoo-news,dst-pll,0.8,22,4,0.715706,0.413005,0.683071,0.330751,0.048984,0.018234,0.473641,0.035149,0.929043,1.000000,0.925150,1.000000,18.115221
yahoo-news,dst-pll,0.8,23,0,0.718161,0.410718,0.685621,0.327475,0.048602,0.023062,0.468669,0.032286,0.932505,0.986395,0.928809,0.979287,13.372114
yahoo-news,dst-pll,0.8,23,1,0.712230,0.423457,0.679447,0.341639,0.047120,0.017571,0.468175,0.032945,0.933372,0.993333,0.929651,0.989524,16.037587
yahoo-news,dst-pll,0.8,23,2,0.712356,0.415202,0.679292,0.330818,0.046787,0.023946,0.466996,0.032953,0.934384,0.993333,0.930696,0.989700,16.626540
yahoo-news,dst-pll,0.8,23,3,0.713070,0.408831,0.680321,0.329827,0.047117,0.023286,0.475288,0.032293,0.929058,1.000000,0.925095,1.000000,17.676372
yahoo-news,dst-pll,0.8,23,4,0.714772,0.409710,0.682064,0.327024,0.046458,0.017575,0.468699,0.032074,0.932513,1.000000,0.928822,1.000000,18.291648
yahoo-news,dst-pll,0.8,24,0,0.714976,0.411157,0.682017,0.328212,0.045802,0.020206,0.464550,0.030310,0.934862,0.985507,0.931316,0.977600,13.328531
yahoo-news,dst-pll,0.8,24,1,0.712340,0.423018,0.679532,0.341241,0.044758,0.014496,0.464001,0.031847,0.936087,0.993103,0.932530,0.989252,16.121071
yahoo-news,dst-pll,0.8,24,2,0.712740,0.411028,0.679662,0.325656,0.045140,0.021090,0.461779,0.030975,0.937091,0.992908,0.933579,0.989010,16.806567
yahoo-news,dst-pll,0.8,24,3,0.712905,0.408612,0.680174,0.329706,0.046623,0.021749,0.470181,0.030756,0.931675,1.000000,0.927900,1.000000,17.837189
yahoo-news,dst-pll,0.8,24,4,0.714113,0.408831,0.681417,0.325911,0.043053,0.015598,0.464250,0.029877,0.934587,1.000000,0.930993,1.000000,18.452360
yahoo-news,dst-pll,0.8,25,0,0.715470,0.409620,0.682719,0.326042,0.043165,0.018889,0.460267,0.028333,0.938074,0.984496,0.934733,0.975906,14.207670
yahoo-news,dst-pll,0.8,25,1,0.709814,0.422579,0.676773,0.340735,0.043440,0.015155,0.459828,0.029431,0.939090,0.992537,0.935719,0.988101,16.305894
yahoo-news,dst-pll,0.8,25,2,0.711477,0.412786,0.678306,0.328036,0.045195,0.018234,0.457276,0.028559,0.939474,1.000000,0.936106,1.000000,16.865575
yahoo-news,dst-pll,0.8,25,3,0.711917,0.407513,0.679124,0.328430,0.043273,0.018453,0.466172,0.030097,0.933797,1.000000,0.930163,1.000000,18.024314
yahoo-news,dst-pll,0.8,25,4,0.712466,0.407953,0.679562,0.324326,0.042230,0.014279,0.460901,0.028779,0.936256,1.000000,0.932767,1.000000,18.523984
yahoo-news,dst-pll,0.8,26,0,0.712395,0.410938,0.679247,0.327831,0.041957,0.016473,0.456423,0.027674,0.940801,0.984127,0.937605,0.975469,14.313917
yahoo-news,dst-pll,0.8,26,1,0.708551,0.422579,0.675296,0.340777,0.042506,0.013398,0.455983,0.028772,0.940624,0.992366,0.937376,0.987891,16.285933
yahoo-news,dst-pll,0.8,26,2,0.711862,0.408612,0.678764,0.322688,0.043328,0.014279,0.452004,0.026362,0.941805,1.000000,0.938594,1.000000,17.064448
yahoo-news,dst-pll,0.8,26,3,0.711697,0.404657,0.678929,0.324934,0.040802,0.016257,0.461285,0.027900,0.936190,1.000000,0.932699,1.000000,18.084781
yahoo-news,dst-pll,0.8,26,4,0.713454,0.403120,0.680778,0.318307,0.042559,0.013401,0.456343,0.027680,0.938267,1.000000,0.934886,1.000000,18.719643
yahoo-news,dst-pll,0.8,27,0,0.711132,0.404788,0.677881,0.319895,0.041683,0.015374,0.453073,0.025258,0.942788,0.982609,0.939699,0.972535,14.644324
yahoo-news,dst-pll,0.8,27,1,0.705475,0.417966,0.671855,0.335426,0.041298,0.012739,0.451864,0.028113,0.942392,0.992188,0.939257,0.987442,16.474533
yahoo-news,dst-pll,0.8,27,2,0.711477,0.405097,0.678418,0.318716,0.043657,0.013401,0.448600,0.025044,0.944546,1.000000,0.941494,1.000000,17.132821
yahoo-news,dst-pll,0.8,27,3,0.711807,0.404877,0.679152,0.324758,0.041516,0.014499,0.457935,0.027021,0.938122,1.000000,0.934745,1.000000,18.178422
yahoo-news,dst-pll,0.8,27,4,0.712081,0.401801,0.679371,0.316439,0.042339,0.012742,0.452773,0.025703,0.940570,1.000000,0.937339,1.000000,19.042671
yahoo-news,dst-pll,0.8,28,0,0.710747,0.406545,0.677541,0.322138,0.041408,0.013837,0.449887,0.023940,0.944458,0.981651,0.941470,0.970068,14.671683
yahoo-news,dst-pll,0.8,28,1,0.707013,0.418625,0.673733,0.335903,0.038333,0.011421,0.448460,0.027235,0.944771,0.991935,0.941783,0.986784,16.563384
yahoo-news,dst-pll,0.8,28,2,0.710489,0.401142,0.677332,0.313655,0.041845,0.012302,0.445140,0.024385,0.945719,1.000000,0.942752,1.000000,17.365742
yahoo-news,dst-pll,0.8,28,3,0.713070,0.400264,0.680727,0.318898,0.039539,0.012083,0.454970,0.025703,0.939167,1.000000,0.935845,1.000000,18.344845
yahoo-news,dst-pll,0.8,28,4,0.713070,0.397627,0.680633,0.311809,0.037617,0.010545,0.448655,0.024165,0.943452,1.000000,0.940401,1.000000,19.055011
yahoo-news,dst-pll,0.8,29,0,0.709814,0.403470,0.676685,0.318107,0.039761,0.013837,0.446812,0.022842,0.945674,0.980769,0.942777,0.967988,14.782080
yahoo-news,dst-pll,0.8,29,1,0.706629,0.412915,0.673434,0.329134,0.037124,0.012300,0.445714,0.026356,0.946525,0.991667,0.943651,0.986216,16.706947
yahoo-news,dst-pll,0.8,29,2,0.709061,0.403120,0.675608,0.316077,0.040417,0.012522,0.442230,0.022627,0.947349,1.000000,0.944484,1.000000,17.474083
yahoo-news,dst-pll,0.8,29,3,0.710104,0.401142,0.677424,0.320095,0.039154,0.011204,0.451290,0.023946,0.941713,1.000000,0.938555,1.000000,18.349676
yahoo-news,dst-pll,0.8,29,4,0.711258,0.394112,0.678623,0.307366,0.036793,0.009886,0.444865,0.023506,0.945315,1.000000,0.942386,1.000000,19.374118
yahoo-news,dst-pll,0.8,3,0,0.725630,0.396881,0.693312,0.357504,0.236202,0.370525,0.479049,0.188228,0.917574,0.889148,0.913914,0.882171,10.896048
yahoo-news,dst-pll,0.8,3,1,0.723653,0.387656,0.690953,0.348041,0.239442,0.368548,0.472184,0.188886,0.923238,0.874419,0.919908,0.866743,13.390682
yahoo-news,dst-pll,0.8,3,2,0.720154,0.393673,0.686996,0.353610,0.234487,0.361380,0.474245,0.192882,0.916281,0.864465,0.912579,0.856131,14.037521
yahoo-news,dst-pll,0.8,3,3,0.720648,0.389499,0.687454,0.352414,0.237836,0.371485,0.471334,0.188269,0.920191,0.869312,0.916764,0.862455,14.572238
yahoo-news,dst-pll,0.8,3,4,0.723833,0.384666,0.691215,0.344197,0.232510,0.381151,0.477320,0.181019,0.917625,0.862864,0.914029,0.854960,15.002691
yahoo-news,dst-pll,0.8,30,0,0.708880,0.401274,0.675637,0.315309,0.037619,0.012300,0.443737,0.021744,0.947277,0.979798,0.944471,0.965844,14.926648
yahoo-news,dst-pll,0.8,30,1,0.706464,0.411816,0.673241,0.327469,0.037399,0.010982,0.442034,0.024380,0.948192,0.990991,0.945417,0.984908,16.769631
yahoo-news,dst-pll,0.8,30,2,0.709390,0.401801,0.676117,0.314382,0.040417,0.010984,0.439813,0.020870,0.948683,1.000000,0.945886,1.000000,17.659175
yahoo-news,dst-pll,0.8,30,3,0.711203,0.398506,0.678810,0.317186,0.038825,0.009666,0.447941,0.022188,0.944220,1.000000,0.941200,1.000000,18.357750
yahoo-news,dst-pll,0.8,30,4,0.710983,0.391916,0.678342,0.304609,0.037562,0.009227,0.441680,0.022188,0.946537,1.000000,0.943687,1.000000,19.568429
yahoo-news,dst-pll,0.8,31,0,0.707782,0.398858,0.674370,0.312375,0.038113,0.010762,0.440826,0.019328,0.948798,0.977273,0.946085,0.959540,15.056681
yahoo-news,dst-pll,0.8,31,1,0.703993,0.406325,0.670478,0.320748,0.036685,0.010103,0.439783,0.022842,0.949301,0.990385,0.946598,0.983540,16.884534
yahoo-news,dst-pll,0.8,31,2,0.707029,0.402680,0.673453,0.315313,0.037397,0.010764,0.437287,0.019991,0.949893,1.000000,0.947164,1.000000,17.722268
yahoo-news,dst-pll,0.8,31,3,0.709830,0.394991,0.677219,0.312948,0.037232,0.008787,0.444536,0.018453,0.945893,1.000000,0.942981,1.000000,18.456544
yahoo-news,dst-pll,0.8,31,4,0.710269,0.391916,0.677511,0.304611,0.033828,0.009886,0.438715,0.019772,0.948679,1.000000,0.945943,1.000000,19.682991
yahoo-news,dst-pll,0.8,32,0,0.708056,0.396662,0.674729,0.309561,0.037344,0.010542,0.437970,0.018889,0.950094,0.976744,0.947466,0.959239,15.138289
yahoo-news,dst-pll,0.8,32,1,0.705915,0.403910,0.672656,0.317529,0.035861,0.007687,0.437311,0.022183,0.950521,0.990099,0.947894,0.982921,16.936597
yahoo-news,dst-pll,0.8,32,2,0.706645,0.401582,0.673045,0.313758,0.036958,0.009446,0.434761,0.019552,0.950865,1.000000,0.948195,1.000000,17.956540
yahoo-news,dst-pll,0.8,32,3,0.710269,0.392135,0.677854,0.309434,0.034761,0.007909,0.441625,0.016916,0.947152,1.000000,0.944319,1.000000,18.611867
yahoo-news,dst-pll,0.8,32,4,0.710873,0.390158,0.678282,0.302099,0.033004,0.009007,0.435914,0.016916,0.949987,1.000000,0.947340,1.000000,19.937118
yahoo-news,dst-pll,0.8,33,0,0.706629,0.394026,0.673110,0.306311,0.035861,0.009005,0.435554,0.018230,0.952087,0.975904,0.949571,0.957846,16.070758
yahoo-news,dst-pll,0.8,33,1,0.704432,0.403910,0.670996,0.317644,0.035147,0.008566,0.434565,0.021305,0.951851,0.989691,0.949306,0.982103,17.169658
yahoo-news,dst-pll,0.8,33,2,0.706370,0.400703,0.672762,0.312688,0.035146,0.007469,0.431247,0.018234,0.953266,1.000000,0.950737,1.000000,17.971172
yahoo-news,dst-pll,0.8,33,3,0.708677,0.392355,0.676053,0.309599,0.034651,0.007250,0.438001,0.016257,0.948972,1.000000,0.946264,1.000000,18.679902
yahoo-news,dst-pll,0.8,33,4,0.708182,0.389719,0.675149,0.301684,0.033333,0.006371,0.433114,0.016257,0.952073,1.000000,0.949538,1.000000,20.160812
yahoo-news,dst-pll,0.8,34,0,0.705311,0.397760,0.671690,0.310984,0.034049,0.008127,0.432424,0.017571,0.953391,0.975000,0.950951,0.955482,15.210083
yahoo-news,dst-pll,0.8,34,1,0.705365,0.404788,0.672064,0.318953,0.034379,0.007248,0.432643,0.018010,0.952907,0.987805,0.950421,0.976401,16.377305
yahoo-news,dst-pll,0.8,34,2,0.707468,0.398946,0.674086,0.310328,0.033882,0.006591,0.428775,0.018014,0.954534,1.000000,0.952082,1.000000,17.198517
yahoo-news,dst-pll,0.8,34,3,0.707798,0.388840,0.675299,0.305514,0.033388,0.006151,0.435310,0.015158,0.950675,1.000000,0.948052,1.000000,17.784948
yahoo-news,dst-pll,0.8,34,4,0.707798,0.385545,0.674772,0.297019,0.032345,0.006810,0.430697,0.015598,0.953207,1.000000,0.950734,1.000000,19.277216
yahoo-news,dst-pll,0.8,35,0,0.704432,0.391390,0.670746,0.302997,0.035477,0.007028,0.430337,0.016692,0.954186,0.973684,0.951796,0.951125,15.276368
yahoo-news,dst-pll,0.8,35,1,0.703718,0.401713,0.670302,0.314978,0.034818,0.005711,0.430282,0.017790,0.953414,0.987654,0.950970,0.975825,16.249100
yahoo-news,dst-pll,0.8,35,2,0.705766,0.396090,0.672078,0.306955,0.033937,0.004394,0.426304,0.015598,0.955816,1.000000,0.953436,1.000000,17.066402
yahoo-news,dst-pll,0.8,35,3,0.706425,0.384007,0.673638,0.299602,0.031631,0.005053,0.433333,0.013840,0.951844,1.000000,0.949291,1.000000,17.607126
yahoo-news,dst-pll,0.8,35,4,0.707249,0.384007,0.674277,0.295061,0.031082,0.007030,0.428666,0.014499,0.953882,1.000000,0.951457,1.000000,19.252803
yahoo-news,dst-pll,0.8,36,0,0.704432,0.389194,0.670678,0.299993,0.034708,0.006369,0.428195,0.015814,0.954983,0.972222,0.952645,0.947849,15.266352
yahoo-news,dst-pll,0.8,36,1,0.703004,0.397101,0.669607,0.309667,0.033720,0.005491,0.427810,0.016473,0.954685,0.986667,0.952311,0.973474,16.246112
yahoo-news,dst-pll,0.8,36,2,0.705382,0.394332,0.671776,0.304712,0.034267,0.004833,0.423613,0.014060,0.957480,1.000000,0.955196,1.000000,17.105767
yahoo-news,dst-pll,0.8,36,3,0.705656,0.386204,0.672879,0.302517,0.031301,0.004833,0.430643,0.013181,0.952691,1.000000,0.950188,1.000000,17.634317
yahoo-news,dst-pll,0.8,36,4,0.707304,0.381591,0.674320,0.291851,0.030203,0.006591,0.426908,0.014060,0.954849,1.000000,0.952479,1.000000,19.174866
yahoo-news,dst-pll,0.8,37,0,0.704432,0.385241,0.670781,0.295242,0.034269,0.005930,0.424900,0.014496,0.956572,0.969697,0.954322,0.932610,15.286862
yahoo-news,dst-pll,0.8,37,1,0.702839,0.396662,0.669485,0.309335,0.034214,0.003295,0.425504,0.015374,0.955731,0.985714,0.953418,0.969724,16.280860
yahoo-news,dst-pll,0.8,37,2,0.705107,0.391037,0.671480,0.300887,0.033333,0.004394,0.420813,0.013620,0.959154,1.000000,0.956972,1.000000,17.207142
yahoo-news,dst-pll,0.8,37,3,0.704119,0.384227,0.671176,0.299883,0.029929,0.005053,0.428062,0.012742,0.954073,1.000000,0.951655,1.000000,17.562581
yahoo-news,dst-pll,0.8,37,4,0.705876,0.382030,0.672831,0.292601,0.030368,0.005931,0.424108,0.013840,0.956623,1.000000,0.954357,1.000000,19.299422
yahoo-news,dst-pll,0.8,38,0,0.703169,0.382385,0.669422,0.291928,0.031907,0.007468,0.422538,0.014057,0.958279,0.968750,0.956123,0.932081,15.346137
yahoo-news,dst-pll,0.8,38,1,0.700148,0.394465,0.666467,0.306555,0.032676,0.003734,0.423911,0.014935,0.956471,0.985294,0.954203,0.968454,16.252528
yahoo-news,dst-pll,0.8,38,2,0.704613,0.388620,0.670927,0.297859,0.033388,0.003954,0.418671,0.012522,0.960257,1.000000,0.958135,1.000000,17.233212
yahoo-news,dst-pll,0.8,38,3,0.702361,0.380053,0.669108,0.294552,0.029434,0.004394,0.425590,0.012522,0.955097,1.000000,0.952735,1.000000,17.613835
yahoo-news,dst-pll,0.8,38,4,0.705931,0.377856,0.672907,0.287321,0.030643,0.005712,0.422186,0.013181,0.957986,1.000000,0.955791,1.000000,19.308068
yahoo-news,dst-pll,0.8,39,0,0.701796,0.383264,0.667818,0.292843,0.030919,0.006150,0.420891,0.013837,0.959029,0.968254,0.956919,0.931801,15.474867
yahoo-news,dst-pll,0.8,39,1,0.700093,0.391830,0.666481,0.303436,0.031743,0.005491,0.422099,0.014057,0.957455,0.984375,0.955236,0.963809,16.288496
yahoo-news,dst-pll,0.8,39,2,0.704174,0.389719,0.670570,0.299272,0.032729,0.004394,0.416584,0.011424,0.960981,1.000000,0.958904,1.000000,17.322291
yahoo-news,dst-pll,0.8,39,3,0.703679,0.380272,0.670668,0.295212,0.028446,0.004174,0.423943,0.011424,0.956347,1.000000,0.954054,1.000000,17.658912
yahoo-news,dst-pll,0.8,39,4,0.705491,0.375439,0.672354,0.284370,0.030862,0.005272,0.420483,0.012302,0.958861,1.000000,0.956716,1.000000,19.427447
yahoo-news,dst-pll,0.8,4,0,0.723379,0.409840,0.690551,0.364168,0.190510,0.321986,0.527486,0.184494,0.899740,0.895238,0.894720,0.887068,11.034515
yahoo-news,dst-pll,0.8,4,1,0.725520,0.398199,0.693116,0.352347,0.194794,0.316275,0.524081,0.189326,0.902546,0.887471,0.897740,0.879561,13.499352
yahoo-news,dst-pll,0.8,4,2,0.725261,0.405975,0.692525,0.360456,0.192092,0.317443,0.527018,0.193102,0.894550,0.890785,0.889002,0.882524,14.340807
yahoo-news,dst-pll,0.8,4,3,0.727457,0.405756,0.694990,0.362412,0.189292,0.322715,0.526908,0.182557,0.896092,0.901324,0.890985,0.894504,14.956450
yahoo-news,dst-pll,0.8,4,4,0.729105,0.398506,0.697024,0.351596,0.185448,0.316344,0.529599,0.179701,0.897864,0.876528,0.892691,0.867296,15.208573
yahoo-news,dst-pll,0.8,40,0,0.701356,0.385899,0.667381,0.296139,0.028447,0.007468,0.418969,0.012519,0.960021,0.964912,0.957964,0.920499,15.596643
yahoo-news,dst-pll,0.8,40,1,0.697402,0.390512,0.663522,0.302382,0.030699,0.007028,0.419902,0.013837,0.959194,0.984127,0.957064,0.963674,16.412959
yahoo-news,dst-pll,0.8,40,2,0.704942,0.387742,0.671536,0.296750,0.033333,0.005931,0.415157,0.011204,0.961640,1.000000,0.959599,1.000000,17.352923
yahoo-news,dst-pll,0.8,40,3,0.703075,0.380712,0.670091,0.295869,0.028611,0.005272,0.422405,0.011424,0.957488,1.000000,0.955254,1.000000,17.762491
yahoo-news,dst-pll,0.8,40,4,0.703789,0.375879,0.670584,0.284924,0.029050,0.005712,0.418396,0.011424,0.959050,1.000000,0.956923,1.000000,19.447901
yahoo-news,dst-pll,0.8,41,0,0.700752,0.379310,0.666635,0.288064,0.028118,0.010103,0.416662,0.012300,0.960854,0.964286,0.958848,0.920164,16.095534
yahoo-news,dst-pll,0.8,41,1,0.696634,0.390731,0.662591,0.302796,0.030699,0.008785,0.417870,0.013178,0.960704,0.983333,0.958648,0.959769,16.448243
yahoo-news,dst-pll,0.8,41,2,0.702636,0.388181,0.669002,0.297323,0.031686,0.008787,0.413509,0.010105,0.962815,1.000000,0.960848,1.000000,17.363788
yahoo-news,dst-pll,0.8,41,3,0.703185,0.380931,0.670265,0.296047,0.027403,0.007250,0.420977,0.010984,0.958257,1.000000,0.956062,1.000000,17.878779
yahoo-news,dst-pll,0.8,41,4,0.704393,0.374341,0.671283,0.283364,0.028611,0.007250,0.417024,0.010764,0.959968,1.000000,0.957892,1.000000,19.563209
yahoo-news,dst-pll,0.8,42,0,0.700313,0.375577,0.666212,0.284104,0.026800,0.017351,0.414960,0.011860,0.961355,0.962963,0.959379,0.914831,16.134647
yahoo-news,dst-pll,0.8,42,1,0.697293,0.388096,0.663479,0.300338,0.031303,0.015155,0.416333,0.012080,0.961351,0.981818,0.959329,0.954215,16.620911
yahoo-news,dst-pll,0.8,42,2,0.701977,0.387742,0.668262,0.297701,0.030423,0.016476,0.411807,0.009886,0.963462,1.000000,0.961534,1.000000,17.548739
yahoo-news,dst-pll,0.8,42,3,0.702197,0.375439,0.669181,0.289715,0.029270,0.014938,0.419110,0.009886,0.959382,1.000000,0.957251,1.000000,18.011378
yahoo-news,dst-pll,0.8,42,4,0.702965,0.370606,0.669610,0.279097,0.028062,0.012302,0.414772,0.010105,0.961472,1.000000,0.959483,1.000000,19.677569
yahoo-news,dst-pll,0.8,43,0,0.701192,0.374039,0.667318,0.282902,0.027569,0.031627,0.413422,0.010982,0.962141,0.960000,0.960214,0.902604,16.193121
yahoo-news,dst-pll,0.8,43,1,0.694217,0.383264,0.660055,0.294643,0.031358,0.025917,0.414575,0.012080,0.962379,0.981818,0.960417,0.954215,16.678956
yahoo-news,dst-pll,0.8,43,2,0.701373,0.382689,0.667648,0.292437,0.029874,0.029218,0.410049,0.009446,0.963975,1.000000,0.962082,1.000000,17.633567
yahoo-news,dst-pll,0.8,43,3,0.702965,0.371485,0.670133,0.285269,0.027677,0.025483,0.417353,0.009666,0.959868,1.000000,0.957766,1.000000,18.097817
yahoo-news,dst-pll,0.8,43,4,0.703405,0.365554,0.670142,0.273788,0.027457,0.023946,0.413015,0.009227,0.962106,1.000000,0.960154,1.000000,19.763586
yahoo-news,dst-pll,0.8,44,0,0.699325,0.370086,0.665163,0.279390,0.026745,0.049857,0.411884,0.010762,0.963600,0.959184,0.961754,0.902167,16.324364
yahoo-news,dst-pll,0.8,44,1,0.694382,0.374259,0.660242,0.285024,0.029711,0.048979,0.412928,0.011421,0.963293,0.980769,0.961383,0.950788,16.730716
yahoo-news,dst-pll,0.8,44,2,0.699616,0.377197,0.665754,0.287044,0.029654,0.045035,0.408237,0.008787,0.964353,1.000000,0.962485,1.000000,17.765799
yahoo-news,dst-pll,0.8,44,3,0.702142,0.365554,0.669304,0.279560,0.027238,0.040422,0.415815,0.009227,0.960248,1.000000,0.958172,1.000000,18.433917
yahoo-news,dst-pll,0.8,44,4,0.700494,0.365114,0.666804,0.274139,0.027732,0.038884,0.411312,0.007909,0.963017,1.000000,0.961110,1.000000,19.709438
yahoo-news,dst-pll,0.8,45,0,0.698006,0.364375,0.663667,0.274463,0.026525,0.074676,0.410786,0.010542,0.964439,0.958333,0.962640,0.901706,16.425502
yahoo-news,dst-pll,0.8,45,1,0.693943,0.367889,0.659785,0.279411,0.029711,0.073797,0.411335,0.010542,0.963551,0.979167,0.961660,0.946545,16.845361
yahoo-news,dst-pll,0.8,45,2,0.699616,0.371705,0.665838,0.281681,0.028171,0.068322,0.406919,0.008568,0.964642,1.000000,0.962791,1.000000,17.921428
