dataset,algo,train_frac,k,seed,train_acc,test_acc,train_mcc,test_mcc,train_frac_guessing,test_frac_guessing,train_frac_sure,test_frac_sure,train_acc_sure,test_acc_sure,train_mcc_sure,test_mcc_sure,runtime
lost,dst-pll,0.8,58,0,0.549610,0.204444,0.490152,0.087896,0.020067,0.044444,0.125975,0.000000,0.840708,0.000000,0.827193,0.000000,0.187086
lost,dst-pll,0.8,58,1,0.564103,0.315556,0.511751,0.202619,0.026756,0.084444,0.161650,0.000000,0.841379,0.000000,0.822404,0.000000,0.182855
lost,dst-pll,0.8,58,2,0.559020,0.232143,0.502435,0.153200,0.024499,0.044643,0.131403,0.000000,0.864407,0.000000,0.852159,0.000000,0.174373
lost,dst-pll,0.8,58,3,0.546771,0.263393,0.486232,0.175211,0.026726,0.102679,0.118040,0.000000,0.858491,0.000000,0.847864,0.000000,0.186339
lost,dst-pll,0.8,58,4,0.556793,0.209821,0.498815,0.109713,0.021158,0.058036,0.161470,0.000000,0.806897,0.000000,0.789434,0.000000,0.188041
lost,dst-pll,0.8,59,0,0.545151,0.217778,0.484743,0.113627,0.023411,0.053333,0.124861,0.000000,0.839286,0.000000,0.826077,0.000000,0.195670
lost,dst-pll,0.8,59,1,0.561873,0.297778,0.509288,0.173539,0.024526,0.102222,0.159420,0.000000,0.832168,0.000000,0.812627,0.000000,0.178228
lost,dst-pll,0.8,59,2,0.559020,0.236607,0.502365,0.159239,0.020045,0.053571,0.130290,0.000000,0.863248,0.000000,0.850836,0.000000,0.180630
lost,dst-pll,0.8,59,3,0.553452,0.245536,0.494271,0.148170,0.025612,0.125000,0.116927,0.000000,0.847619,0.000000,0.836622,0.000000,0.194886
lost,dst-pll,0.8,59,4,0.551225,0.209821,0.492116,0.109185,0.017817,0.062500,0.162584,0.000000,0.801370,0.000000,0.783984,0.000000,0.190758
lost,dst-pll,0.8,6,0,0.670011,0.422222,0.626144,0.352610,0.215162,0.146667,0.364548,0.088889,0.810398,0.550000,0.779020,0.516361,0.057461
lost,dst-pll,0.8,6,1,0.635452,0.448889,0.589818,0.349029,0.226310,0.155556,0.387960,0.057778,0.778736,0.923077,0.748747,0.882523,0.034177
lost,dst-pll,0.8,6,2,0.659243,0.406250,0.614838,0.324272,0.233853,0.151786,0.367483,0.089286,0.806061,0.650000,0.774740,0.633750,0.039238
lost,dst-pll,0.8,6,3,0.638085,0.383929,0.590456,0.307988,0.201559,0.147321,0.369710,0.071429,0.816265,0.750000,0.785915,0.727348,0.037481
lost,dst-pll,0.8,6,4,0.642539,0.388393,0.594815,0.309685,0.204900,0.156250,0.381960,0.058036,0.819242,0.615385,0.789817,0.584685,0.040821
lost,dst-pll,0.8,60,0,0.540691,0.208889,0.479220,0.096717,0.021182,0.053333,0.123746,0.000000,0.837838,0.000000,0.824170,0.000000,0.190708
lost,dst-pll,0.8,60,1,0.569677,0.293333,0.518331,0.166875,0.022297,0.124444,0.156076,0.000000,0.835714,0.000000,0.816553,0.000000,0.186452
lost,dst-pll,0.8,60,2,0.556793,0.223214,0.499694,0.130379,0.017817,0.089286,0.130290,0.000000,0.863248,0.000000,0.850836,0.000000,0.192752
lost,dst-pll,0.8,60,3,0.548998,0.236607,0.488832,0.135057,0.027840,0.160714,0.116927,0.000000,0.847619,0.000000,0.836622,0.000000,0.182504
lost,dst-pll,0.8,60,4,0.551225,0.209821,0.492039,0.110490,0.018931,0.075893,0.160356,0.000000,0.805556,0.000000,0.787937,0.000000,0.179273
lost,dst-pll,0.8,61,0,0.539576,0.208889,0.478129,0.095086,0.022297,0.080000,0.121516,0.000000,0.834862,0.000000,0.820528,0.000000,0.197912
lost,dst-pll,0.8,61,1,0.561873,0.302222,0.509117,0.180034,0.026756,0.146667,0.153846,0.000000,0.833333,0.000000,0.813815,0.000000,0.183231
lost,dst-pll,0.8,61,2,0.552339,0.227679,0.494349,0.135183,0.017817,0.125000,0.129176,0.000000,0.862069,0.000000,0.849272,0.000000,0.190008
lost,dst-pll,0.8,61,3,0.548998,0.227679,0.488852,0.122723,0.022272,0.205357,0.115813,0.000000,0.846154,0.000000,0.835077,0.000000,0.197530
lost,dst-pll,0.8,61,4,0.551225,0.218750,0.492134,0.126837,0.021158,0.093750,0.159243,0.000000,0.804196,0.000000,0.786386,0.000000,0.184731
lost,dst-pll,0.8,62,0,0.539576,0.191111,0.477884,0.057136,0.022297,0.093333,0.121516,0.000000,0.834862,0.000000,0.820528,0.000000,0.199867
lost,dst-pll,0.8,62,1,0.561873,0.288889,0.509084,0.157093,0.021182,0.164444,0.154961,0.000000,0.827338,0.000000,0.807527,0.000000,0.194255
lost,dst-pll,0.8,62,2,0.547884,0.218750,0.489244,0.118183,0.022272,0.151786,0.129176,0.000000,0.862069,0.000000,0.849272,0.000000,0.196713
lost,dst-pll,0.8,62,3,0.550111,0.236607,0.490285,0.135560,0.024499,0.263393,0.114699,0.000000,0.844660,0.000000,0.833469,0.000000,0.193397
lost,dst-pll,0.8,62,4,0.550111,0.227679,0.490745,0.138538,0.025612,0.116071,0.154788,0.000000,0.812950,0.000000,0.795074,0.000000,0.214218
lost,dst-pll,0.8,63,0,0.546265,0.195556,0.485924,0.067089,0.022297,0.128889,0.120401,0.000000,0.833333,0.000000,0.818885,0.000000,0.207471
lost,dst-pll,0.8,63,1,0.561873,0.284444,0.509159,0.153465,0.020067,0.204444,0.153846,0.000000,0.826087,0.000000,0.806059,0.000000,0.194054
lost,dst-pll,0.8,63,2,0.553452,0.214286,0.495901,0.111846,0.016704,0.183036,0.125835,0.000000,0.858407,0.000000,0.845822,0.000000,0.159951
lost,dst-pll,0.8,63,3,0.552339,0.245536,0.492961,0.150251,0.026726,0.308036,0.114699,0.000000,0.844660,0.000000,0.833469,0.000000,0.200842
lost,dst-pll,0.8,63,4,0.556793,0.227679,0.498625,0.135066,0.025612,0.151786,0.152561,0.000000,0.817518,0.000000,0.799441,0.000000,0.195285
lost,dst-pll,0.8,64,0,0.545151,0.186667,0.485061,0.050532,0.020067,0.146667,0.120401,0.000000,0.833333,0.000000,0.818885,0.000000,0.211045
lost,dst-pll,0.8,64,1,0.557414,0.271111,0.503861,0.134136,0.026756,0.248889,0.150502,0.000000,0.829630,0.000000,0.810508,0.000000,0.178739
lost,dst-pll,0.8,64,2,0.547884,0.205357,0.489245,0.095133,0.020045,0.218750,0.124722,0.000000,0.866071,0.000000,0.853759,0.000000,0.197966
lost,dst-pll,0.8,64,3,0.548998,0.218750,0.488795,0.118120,0.025612,0.370536,0.114699,0.000000,0.844660,0.000000,0.833469,0.000000,0.209544
lost,dst-pll,0.8,64,4,0.553452,0.209821,0.494566,0.103320,0.024499,0.191964,0.149220,0.000000,0.820896,0.000000,0.802878,0.000000,0.175489
lost,dst-pll,0.8,65,0,0.546265,0.168889,0.486567,0.024614,0.016722,0.186667,0.120401,0.000000,0.824074,0.000000,0.809309,0.000000,0.210590
lost,dst-pll,0.8,65,1,0.564103,0.257778,0.512139,0.117363,0.023411,0.302222,0.148272,0.000000,0.834586,0.000000,0.815897,0.000000,0.179600
lost,dst-pll,0.8,65,2,0.548998,0.205357,0.490678,0.096832,0.017817,0.245536,0.121381,0.000000,0.862385,0.000000,0.850515,0.000000,0.209788
lost,dst-pll,0.8,65,3,0.548998,0.236607,0.488882,0.144161,0.028953,0.446429,0.113586,0.000000,0.843137,0.000000,0.831796,0.000000,0.205928
lost,dst-pll,0.8,65,4,0.552339,0.187500,0.493435,0.067126,0.025612,0.223214,0.145880,0.000000,0.816794,0.000000,0.798424,0.000000,0.223197
lost,dst-pll,0.8,66,0,0.542921,0.168889,0.482446,0.027777,0.015608,0.213333,0.118172,0.000000,0.820755,0.000000,0.805958,0.000000,0.217629
lost,dst-pll,0.8,66,1,0.559643,0.240000,0.506788,0.092720,0.023411,0.320000,0.148272,0.000000,0.827068,0.000000,0.808354,0.000000,0.203288
lost,dst-pll,0.8,66,2,0.551225,0.191964,0.493563,0.077419,0.013363,0.276786,0.121381,0.000000,0.862385,0.000000,0.850515,0.000000,0.212032
lost,dst-pll,0.8,66,3,0.550111,0.223214,0.490176,0.130871,0.030067,0.504464,0.113586,0.000000,0.843137,0.000000,0.831796,0.000000,0.216786
lost,dst-pll,0.8,66,4,0.553452,0.191964,0.494577,0.077561,0.030067,0.254464,0.144766,0.000000,0.815385,0.000000,0.797117,0.000000,0.245671
lost,dst-pll,0.8,67,0,0.539576,0.164444,0.478601,0.026580,0.017837,0.262222,0.117057,0.000000,0.819048,0.000000,0.804644,0.000000,0.213894
lost,dst-pll,0.8,67,1,0.557414,0.231111,0.504096,0.086161,0.025641,0.364444,0.147157,0.000000,0.825758,0.000000,0.806757,0.000000,0.201674
lost,dst-pll,0.8,67,2,0.547884,0.196429,0.489597,0.086484,0.014477,0.325893,0.120267,0.000000,0.861111,0.000000,0.849158,0.000000,0.217495
lost,dst-pll,0.8,67,3,0.548998,0.214286,0.488787,0.120551,0.030067,0.526786,0.112472,0.000000,0.851485,0.000000,0.840359,0.000000,0.217926
lost,dst-pll,0.8,67,4,0.550111,0.183036,0.490775,0.066375,0.026726,0.303571,0.143653,0.000000,0.813953,0.000000,0.795772,0.000000,0.200676
lost,dst-pll,0.8,68,0,0.536232,0.168889,0.474589,0.037801,0.015608,0.311111,0.115942,0.000000,0.817308,0.000000,0.803013,0.000000,0.228024
lost,dst-pll,0.8,68,1,0.554069,0.200000,0.500049,0.051998,0.025641,0.426667,0.147157,0.000000,0.825758,0.000000,0.806757,0.000000,0.209479
lost,dst-pll,0.8,68,2,0.546771,0.187500,0.488131,0.076064,0.016704,0.361607,0.119154,0.000000,0.859813,0.000000,0.848117,0.000000,0.218996
lost,dst-pll,0.8,68,3,0.545657,0.178571,0.484981,0.078244,0.031180,0.553571,0.112472,0.000000,0.851485,0.000000,0.840359,0.000000,0.217002
lost,dst-pll,0.8,68,4,0.550111,0.187500,0.490758,0.074384,0.025612,0.330357,0.143653,0.000000,0.813953,0.000000,0.795772,0.000000,0.215550
lost,dst-pll,0.8,69,0,0.534002,0.164444,0.471786,0.035725,0.020067,0.346667,0.114827,0.000000,0.815534,0.000000,0.801083,0.000000,0.223694
lost,dst-pll,0.8,69,1,0.561873,0.208889,0.509400,0.072207,0.026756,0.462222,0.147157,0.000000,0.825758,0.000000,0.806757,0.000000,0.203151
lost,dst-pll,0.8,69,2,0.544543,0.178571,0.485466,0.068097,0.021158,0.410714,0.116927,0.000000,0.857143,0.000000,0.845279,0.000000,0.220086
lost,dst-pll,0.8,69,3,0.547884,0.200893,0.487470,0.107017,0.032294,0.598214,0.112472,0.000000,0.851485,0.000000,0.840359,0.000000,0.222152
lost,dst-pll,0.8,69,4,0.552339,0.191964,0.493479,0.081624,0.025612,0.343750,0.142539,0.000000,0.812500,0.000000,0.794386,0.000000,0.222159
lost,dst-pll,0.8,7,0,0.677815,0.422222,0.635706,0.352277,0.207358,0.111111,0.369008,0.057778,0.818731,0.461538,0.788579,0.394137,0.043501
lost,dst-pll,0.8,7,1,0.634337,0.440000,0.589382,0.338160,0.190635,0.106667,0.391304,0.031111,0.777778,1.000000,0.747144,1.000000,0.039339
lost,dst-pll,0.8,7,2,0.652561,0.370536,0.608190,0.283599,0.209354,0.116071,0.373051,0.053571,0.814925,0.750000,0.784809,0.683941,0.036925
lost,dst-pll,0.8,7,3,0.639198,0.388393,0.591378,0.310244,0.178174,0.129464,0.375278,0.044643,0.792285,0.900000,0.759496,0.888957,0.041013
lost,dst-pll,0.8,7,4,0.659243,0.388393,0.614264,0.312010,0.178174,0.089286,0.388641,0.044643,0.808023,0.800000,0.776947,0.775058,0.038346
lost,dst-pll,0.8,70,0,0.534002,0.155556,0.471552,0.027778,0.017837,0.373333,0.112598,0.000000,0.811881,0.000000,0.797666,0.000000,0.224666
lost,dst-pll,0.8,70,1,0.556299,0.213333,0.502650,0.083653,0.026756,0.502222,0.146042,0.000000,0.824427,0.000000,0.805107,0.000000,0.220434
lost,dst-pll,0.8,70,2,0.546771,0.178571,0.488221,0.073423,0.020045,0.464286,0.116927,0.000000,0.857143,0.000000,0.845279,0.000000,0.224989
lost,dst-pll,0.8,70,3,0.540089,0.178571,0.478459,0.086949,0.027840,0.665179,0.112472,0.000000,0.851485,0.000000,0.840359,0.000000,0.226226
lost,dst-pll,0.8,70,4,0.553452,0.178571,0.494625,0.067705,0.025612,0.401786,0.140312,0.000000,0.817460,0.000000,0.799292,0.000000,0.215959
lost,dst-pll,0.8,71,0,0.536232,0.182222,0.474597,0.070637,0.020067,0.426667,0.110368,0.000000,0.818182,0.000000,0.803744,0.000000,0.243284
lost,dst-pll,0.8,71,1,0.551839,0.200000,0.497580,0.072273,0.022297,0.542222,0.141583,0.000000,0.826772,0.000000,0.807310,0.000000,0.224944
lost,dst-pll,0.8,71,2,0.547884,0.191964,0.489481,0.095010,0.022272,0.535714,0.116927,0.000000,0.857143,0.000000,0.845279,0.000000,0.229138
lost,dst-pll,0.8,71,3,0.540089,0.174107,0.478672,0.082774,0.027840,0.691964,0.112472,0.000000,0.851485,0.000000,0.840359,0.000000,0.229733
lost,dst-pll,0.8,71,4,0.551225,0.169643,0.492085,0.057591,0.018931,0.441964,0.138085,0.000000,0.814516,0.000000,0.796697,0.000000,0.224524
lost,dst-pll,0.8,72,0,0.534002,0.173333,0.471709,0.062039,0.020067,0.457778,0.110368,0.000000,0.818182,0.000000,0.803744,0.000000,0.251114
lost,dst-pll,0.8,72,1,0.551839,0.195556,0.497578,0.075553,0.017837,0.591111,0.140468,0.000000,0.833333,0.000000,0.814296,0.000000,0.217988
lost,dst-pll,0.8,72,2,0.547884,0.165179,0.489362,0.066590,0.022272,0.598214,0.116927,0.000000,0.857143,0.000000,0.845279,0.000000,0.233525
lost,dst-pll,0.8,72,3,0.545657,0.142857,0.485424,0.051557,0.028953,0.741071,0.111359,0.000000,0.850000,0.000000,0.839065,0.000000,0.243057
lost,dst-pll,0.8,72,4,0.548998,0.174107,0.489518,0.066301,0.021158,0.482143,0.133630,0.000000,0.816667,0.000000,0.798180,0.000000,0.244569
lost,dst-pll,0.8,73,0,0.534002,0.173333,0.471895,0.066244,0.011148,0.488889,0.109253,0.000000,0.816327,0.000000,0.801744,0.000000,0.250807
lost,dst-pll,0.8,73,1,0.549610,0.235556,0.495240,0.128873,0.017837,0.617778,0.139353,0.000000,0.840000,0.000000,0.821171,0.000000,0.232849
lost,dst-pll,0.8,73,2,0.546771,0.138393,0.488052,0.039537,0.020045,0.660714,0.115813,0.000000,0.855769,0.000000,0.843875,0.000000,0.239228
lost,dst-pll,0.8,73,3,0.546771,0.178571,0.486721,0.096909,0.025612,0.790179,0.110245,0.000000,0.848485,0.000000,0.837555,0.000000,0.238824
lost,dst-pll,0.8,73,4,0.551225,0.156250,0.491924,0.045298,0.020045,0.508929,0.132517,0.000000,0.831933,0.000000,0.813805,0.000000,0.234654
lost,dst-pll,0.8,74,0,0.534002,0.164444,0.471661,0.061717,0.011148,0.568889,0.109253,0.000000,0.816327,0.000000,0.801977,0.000000,0.247063
lost,dst-pll,0.8,74,1,0.549610,0.200000,0.495091,0.091209,0.021182,0.662222,0.138239,0.000000,0.838710,0.000000,0.819630,0.000000,0.243855
lost,dst-pll,0.8,74,2,0.543430,0.102679,0.484041,0.002362,0.023385,0.705357,0.114699,0.000000,0.854369,0.000000,0.841656,0.000000,0.244627
lost,dst-pll,0.8,74,3,0.545657,0.133929,0.485560,0.049990,0.018931,0.839286,0.110245,0.000000,0.848485,0.000000,0.837555,0.000000,0.261889
lost,dst-pll,0.8,74,4,0.547884,0.160714,0.488156,0.055490,0.016704,0.553571,0.132517,0.000000,0.831933,0.000000,0.813805,0.000000,0.218679
lost,dst-pll,0.8,75,0,0.538462,0.164444,0.477379,0.066700,0.008919,0.626667,0.110368,0.000000,0.818182,0.000000,0.803355,0.000000,0.256582
lost,dst-pll,0.8,75,1,0.550725,0.213333,0.496453,0.112357,0.017837,0.693333,0.136009,0.000000,0.836066,0.000000,0.816917,0.000000,0.238350
lost,dst-pll,0.8,75,2,0.542316,0.138393,0.482834,0.050657,0.018931,0.758929,0.113586,0.000000,0.852941,0.000000,0.840085,0.000000,0.241466
lost,dst-pll,0.8,75,3,0.538976,0.093750,0.477450,0.009508,0.025612,0.879464,0.110245,0.000000,0.848485,0.000000,0.837555,0.000000,0.253778
lost,dst-pll,0.8,75,4,0.552339,0.151786,0.493244,0.050882,0.022272,0.602679,0.131403,0.000000,0.830508,0.000000,0.812368,0.000000,0.250603
lost,dst-pll,0.8,76,0,0.536232,0.151111,0.474525,0.055698,0.010033,0.671111,0.109253,0.000000,0.816327,0.000000,0.801431,0.000000,0.257463
lost,dst-pll,0.8,76,1,0.552954,0.213333,0.499270,0.115684,0.015608,0.715556,0.133779,0.000000,0.833333,0.000000,0.813476,0.000000,0.244900
lost,dst-pll,0.8,76,2,0.538976,0.129464,0.478776,0.044217,0.020045,0.790179,0.114699,0.000000,0.854369,0.000000,0.841190,0.000000,0.250341
lost,dst-pll,0.8,76,3,0.542316,0.111607,0.481361,0.030866,0.030067,0.892857,0.110245,0.000000,0.848485,0.000000,0.837555,0.000000,0.255187
lost,dst-pll,0.8,76,4,0.553452,0.160714,0.494643,0.063006,0.022272,0.633929,0.130290,0.000000,0.829060,0.000000,0.811240,0.000000,0.252665
lost,dst-pll,0.8,77,0,0.538462,0.155556,0.477348,0.064077,0.007804,0.702222,0.107023,0.000000,0.822917,0.000000,0.808189,0.000000,0.262741
lost,dst-pll,0.8,77,1,0.548495,0.208889,0.493932,0.114624,0.014493,0.737778,0.133779,0.000000,0.833333,0.000000,0.813476,0.000000,0.247036
lost,dst-pll,0.8,77,2,0.536748,0.129464,0.476465,0.047239,0.018931,0.821429,0.112472,0.000000,0.861386,0.000000,0.848251,0.000000,0.252177
lost,dst-pll,0.8,77,3,0.540089,0.084821,0.478812,0.003746,0.027840,0.924107,0.111359,0.000000,0.850000,0.000000,0.838830,0.000000,0.261627
lost,dst-pll,0.8,77,4,0.547884,0.142857,0.487797,0.045557,0.018931,0.683036,0.130290,0.000000,0.829060,0.000000,0.811240,0.000000,0.226190
lost,dst-pll,0.8,78,0,0.536232,0.142222,0.474574,0.051538,0.011148,0.724444,0.107023,0.000000,0.822917,0.000000,0.808189,0.000000,0.265743
lost,dst-pll,0.8,78,1,0.548495,0.204444,0.494051,0.112559,0.014493,0.764444,0.133779,0.000000,0.833333,0.000000,0.813476,0.000000,0.276511
lost,dst-pll,0.8,78,2,0.536748,0.120536,0.476492,0.040689,0.020045,0.852679,0.112472,0.000000,0.861386,0.000000,0.848251,0.000000,0.254289
lost,dst-pll,0.8,78,3,0.536748,0.093750,0.474788,0.018459,0.026726,0.959821,0.108018,0.000000,0.855670,0.000000,0.844528,0.000000,0.263075
lost,dst-pll,0.8,78,4,0.554566,0.160714,0.495804,0.069101,0.021158,0.718750,0.129176,0.000000,0.836207,0.000000,0.818908,0.000000,0.237628
lost,dst-pll,0.8,79,0,0.536232,0.137778,0.474852,0.050536,0.012263,0.755556,0.104794,0.000000,0.840426,0.000000,0.826322,0.000000,0.268350
lost,dst-pll,0.8,79,1,0.551839,0.186667,0.498106,0.097393,0.016722,0.795556,0.134894,0.000000,0.834711,0.000000,0.814673,0.000000,0.256783
lost,dst-pll,0.8,79,2,0.534521,0.111607,0.473941,0.034121,0.024499,0.883929,0.110245,0.000000,0.858586,0.000000,0.845013,0.000000,0.270520
lost,dst-pll,0.8,79,3,0.531180,0.089286,0.468010,0.014212,0.025612,0.964286,0.106904,0.000000,0.854167,0.000000,0.842599,0.000000,0.256735
lost,dst-pll,0.8,79,4,0.548998,0.165179,0.489104,0.076956,0.017817,0.758929,0.129176,0.000000,0.836207,0.000000,0.818908,0.000000,0.266690
lost,dst-pll,0.8,8,0,0.677815,0.408889,0.636664,0.339495,0.173913,0.075556,0.357860,0.044444,0.828660,0.600000,0.799916,0.580015,0.060506
lost,dst-pll,0.8,8,1,0.641026,0.431111,0.596946,0.327216,0.176143,0.084444,0.384615,0.035556,0.779710,1.000000,0.751449,1.000000,0.048473
lost,dst-pll,0.8,8,2,0.665924,0.428571,0.623923,0.357721,0.181514,0.084821,0.357461,0.040179,0.816199,0.777778,0.787672,0.671317,0.038649
